Country,Drug,Measure Names,Specifics,Unit,Year,Measure Values
"China, Hong Kong SAR",Crack,Typical, ,Gram,2013,176.743587133
"China, Hong Kong SAR",Crack,To, ,Gram,2016,224.197908122
"China, Hong Kong SAR",Crack,From, ,Gram,2016,161.963661212
"China, Hong Kong SAR",Crack,Typical, ,Gram,2016,201.262719820
"China, Hong Kong SAR",Ecstasy-type substances,To, ,Tablet,2012,8.378448165
"China, Hong Kong SAR",Ecstasy-type substances,From, ,Tablet,2012,7.347254545
"China, Hong Kong SAR",Ecstasy-type substances,Typical, ,Tablet,2012,8.120649760
"China, Hong Kong SAR",Ecstasy-type substances,To, ,Tablet,2013,8.379528201
"China, Hong Kong SAR",Ecstasy-type substances,From, ,Tablet,2013,5.156632739
"China, Hong Kong SAR",Ecstasy-type substances,Typical, ,Tablet,2013,7.477117472
"China, Hong Kong SAR",Ecstasy-type substances,To, ,Tablet,2014,7.607013884
"China, Hong Kong SAR",Ecstasy-type substances,From, ,Tablet,2014,7.091284129
"China, Hong Kong SAR",Ecstasy-type substances,Typical, ,Tablet,2014,7.478081445
"China, Hong Kong SAR",Ecstasy-type substances,To, ,Gram,2015,7.480975316
"China, Hong Kong SAR",Ecstasy-type substances,From, ,Gram,2015,5.159293322
"China, Hong Kong SAR",Ecstasy-type substances,Typical, ,Gram,2015,6.449116652
"China, Hong Kong SAR",Ecstasy-type substances,To, ,Gram,2016,10.694497916
"China, Hong Kong SAR",Ecstasy-type substances,From, ,Gram,2016,5.153974899
"China, Hong Kong SAR",Ecstasy-type substances,Typical, ,Gram,2016,7.730962349
"China, Hong Kong SAR",Hashish (resin),To, ,Gram,2012,15.854601912
"China, Hong Kong SAR",Hashish (resin),From, ,Gram,2012,8.507347367
"China, Hong Kong SAR",Hashish (resin),Typical, ,Gram,2012,11.987625836
"China, Hong Kong SAR",Hashish (resin),To, ,Gram,2013,13.536160940
"China, Hong Kong SAR",Hashish (resin),From, ,Gram,2013,7.863864927
"China, Hong Kong SAR",Hashish (resin),Typical, ,Gram,2013,11.086760389
"China, Hong Kong SAR",Hashish (resin),To, ,Gram,2014,10.959257290
"China, Hong Kong SAR",Hashish (resin),From, ,Gram,2014,6.704486813
"China, Hong Kong SAR",Hashish (resin),Typical, ,Gram,2014,9.154203148
"China, Hong Kong SAR",Hashish (resin),To, ,Gram,2015,12.898233304
"China, Hong Kong SAR",Hashish (resin),From, ,Gram,2015,7.609957649
"China, Hong Kong SAR",Hashish (resin),Typical, ,Gram,2015,10.189604310
"China, Hong Kong SAR",Hashish (resin),To, ,Gram,2016,17.910062775
"China, Hong Kong SAR",Hashish (resin),From, ,Gram,2016,8.890606701
"China, Hong Kong SAR",Hashish (resin),Typical, ,Gram,2016,11.596443524
"China, Hong Kong SAR",Heroin,To, ,Gram,2012,117.813871118
"China, Hong Kong SAR",Heroin,From, ,Gram,2012,94.612014662
"China, Hong Kong SAR",Heroin,Typical, ,Gram,2012,103.763858042
"China, Hong Kong SAR",Heroin,To, ,Gram,2013,111.770014620
"China, Hong Kong SAR",Heroin,From, ,Gram,2013,100.425422594
"China, Hong Kong SAR",Heroin,Typical, ,Gram,2013,106.355550244
"China, Hong Kong SAR",Heroin,To, ,Gram,2014,110.237235092
"China, Hong Kong SAR",Heroin,From, ,Gram,2014,86.900463687
"China, Hong Kong SAR",Heroin,Typical, ,Gram,2014,100.309437312
"China, Hong Kong SAR",Heroin,To, ,Gram,2015,104.862636760
"China, Hong Kong SAR",Heroin,From, ,Gram,2015,87.836968799
"China, Hong Kong SAR",Heroin,Typical, ,Gram,2015,95.704891114
"China, Hong Kong SAR",Heroin,To, ,Gram,2016,109.521966611
"China, Hong Kong SAR",Heroin,From, ,Gram,2016,88.004121407
"China, Hong Kong SAR",Heroin,Typical, ,Gram,2016,95.992782501
"China, Hong Kong SAR",Marijuana (herb),To, ,Gram,2012,18.174787558
"China, Hong Kong SAR",Marijuana (herb),From, ,Gram,2012,9.925238595
"China, Hong Kong SAR",Marijuana (herb),Typical, ,Gram,2012,14.050013076
"China, Hong Kong SAR",Marijuana (herb),To, ,Gram,2013,16.759056402
"China, Hong Kong SAR",Marijuana (herb),From, ,Gram,2013,11.473507845
"China, Hong Kong SAR",Marijuana (herb),Typical, ,Gram,2013,14.051824214
"China, Hong Kong SAR",Marijuana (herb),To, ,Gram,2014,17.405879225
"China, Hong Kong SAR",Marijuana (herb),From, ,Gram,2014,13.280041187
"China, Hong Kong SAR",Marijuana (herb),Typical, ,Gram,2014,15.342960206
"China, Hong Kong SAR",Marijuana (herb),To, ,Gram,2015,17.154650294
"China, Hong Kong SAR",Marijuana (herb),From, ,Gram,2015,13.156197970
"China, Hong Kong SAR",Marijuana (herb),Typical, ,Gram,2015,15.090932965
"China, Hong Kong SAR",Marijuana (herb),To, ,Gram,2016,45.226129742
"China, Hong Kong SAR",Marijuana (herb),From, ,Gram,2016,13.013786621
"China, Hong Kong SAR",Marijuana (herb),Typical, ,Gram,2016,25.383326379
"China, Hong Kong SAR",Marijuana (herb),To,Buds (flowers),Gram,2013,23.591594781
"China, Hong Kong SAR",Marijuana (herb),From,Buds (flowers),Gram,2013,17.016888039
"China, Hong Kong SAR",Marijuana (herb),Typical,Buds (flowers),Gram,2013,22.689184052
"China, Hong Kong SAR",Marijuana (herb),To,Buds (flowers),Gram,2014,24.368230915
"China, Hong Kong SAR",Marijuana (herb),From,Buds (flowers),Gram,2014,17.534811664
"China, Hong Kong SAR",Marijuana (herb),Typical,Buds (flowers),Gram,2014,23.207838967
"China, Hong Kong SAR",Marijuana (herb),To,Buds (flowers),Gram,2015,26.957307605
"China, Hong Kong SAR",Marijuana (herb),From,Buds (flowers),Gram,2015,17.541597293
"China, Hong Kong SAR",Marijuana (herb),Typical,Buds (flowers),Gram,2015,21.411067284
"China, Hong Kong SAR",Marijuana (herb),To,Buds (flowers),Gram,2016,41.231799195
"China, Hong Kong SAR",Marijuana (herb),From,Buds (flowers),Gram,2016,15.977322188
"China, Hong Kong SAR",Marijuana (herb),Typical,Buds (flowers),Gram,2016,22.290941440
"China, Hong Kong SAR",Methamphetamine,To, ,Gram,2012,106.341842092
"China, Hong Kong SAR",Methamphetamine,From, ,Gram,2012,91.131736193
"China, Hong Kong SAR",Methamphetamine,Typical, ,Gram,2012,96.674401902
"China, Hong Kong SAR",Methamphetamine,To, ,Gram,2013,102.488075690
"China, Hong Kong SAR",Methamphetamine,From, ,Gram,2013,55.562717764
"China, Hong Kong SAR",Methamphetamine,Typical, ,Gram,2013,86.373598380
"China, Hong Kong SAR",Methamphetamine,To, ,Gram,2014,73.491490061
"China, Hong Kong SAR",Methamphetamine,From, ,Gram,2014,51.701907920
"China, Hong Kong SAR",Methamphetamine,Typical, ,Gram,2014,57.761732539
"China, Hong Kong SAR",Methamphetamine,To, ,Gram,2015,55.720367873
"China, Hong Kong SAR",Methamphetamine,From, ,Gram,2015,37.275894248
"China, Hong Kong SAR",Methamphetamine,Typical, ,Gram,2015,46.433639894
"China, Hong Kong SAR",Methamphetamine,To, ,Gram,2016,46.772322212
"China, Hong Kong SAR",Methamphetamine,From, ,Gram,2016,39.041359863
"China, Hong Kong SAR",Methamphetamine,Typical, ,Gram,2016,42.391443547
"China, Macao SAR",Cocaine salts,To, ,Gram,2014,250
"China, Macao SAR",Cocaine salts,From, ,Gram,2014,200
"China, Macao SAR",Cocaine salts,Typical, ,Gram,2014,225
"China, Macao SAR",Cocaine salts,To, ,Gram,2015,412
"China, Macao SAR",Cocaine salts,From, ,Gram,2015,300
"China, Macao SAR",Cocaine salts,Typical, ,Gram,2015,370
"China, Macao SAR",Cocaine salts,To, ,Gram,2016,250
"China, Macao SAR",Cocaine salts,From, ,Gram,2016,200
"China, Macao SAR",Cocaine salts,Typical, ,Gram,2016,225
"China, Macao SAR",Ecstasy-type substances,To, ,Tablet,2014,31
"China, Macao SAR",Ecstasy-type substances,From, ,Tablet,2014,18
"China, Macao SAR",Ecstasy-type substances,Typical, ,Tablet,2014,22
"China, Macao SAR",Ecstasy-type substances,To, ,Tablet,2015,25
"China, Macao SAR",Ecstasy-type substances,From, ,Tablet,2015,18
"China, Macao SAR",Ecstasy-type substances,Typical, ,Tablet,2015,22
"China, Macao SAR",Ecstasy-type substances,To, ,Tablet,2016,31
"China, Macao SAR",Ecstasy-type substances,From, ,Tablet,2016,18
"China, Macao SAR",Ecstasy-type substances,Typical, ,Tablet,2016,22
"China, Macao SAR",Heroin,To, ,Gram,2014,62
"China, Macao SAR",Heroin,From, ,Gram,2014,37
"China, Macao SAR",Heroin,Typical, ,Gram,2014,50
"China, Macao SAR",Heroin,To, ,Gram,2015,62
"China, Macao SAR",Heroin,From, ,Gram,2015,37
"China, Macao SAR",Heroin,Typical, ,Gram,2015,50
"China, Macao SAR",Heroin,To, ,Gram,2016,62
"China, Macao SAR",Heroin,From, ,Gram,2016,37
"China, Macao SAR",Heroin,Typical, ,Gram,2016,50
"China, Macao SAR",Marijuana (herb),To, ,Gram,2014,15
"China, Macao SAR",Marijuana (herb),From, ,Gram,2014,10
"China, Macao SAR",Marijuana (herb),Typical, ,Gram,2014,12
"China, Macao SAR",Marijuana (herb),To, ,Gram,2015,15
"China, Macao SAR",Marijuana (herb),From, ,Gram,2015,10
"China, Macao SAR",Marijuana (herb),Typical, ,Gram,2015,12
"China, Macao SAR",Marijuana (herb),To, ,Gram,2016,15
"China, Macao SAR",Marijuana (herb),From, ,Gram,2016,10
"China, Macao SAR",Marijuana (herb),Typical, ,Gram,2016,12
"China, Macao SAR",Methamphetamine,To, ,Tablet,2014,18
"China, Macao SAR",Methamphetamine,To, ,Gram,2014,25
"China, Macao SAR",Methamphetamine,From, ,Tablet,2014,12.5
"China, Macao SAR",Methamphetamine,From, ,Gram,2014,12
"China, Macao SAR",Methamphetamine,Typical, ,Tablet,2014,14.5
"China, Macao SAR",Methamphetamine,Typical, ,Gram,2014,18
"China, Macao SAR",Methamphetamine,To, ,Tablet,2015,37
"China, Macao SAR",Methamphetamine,To, ,Gram,2015,400
"China, Macao SAR",Methamphetamine,From, ,Tablet,2015,25
"China, Macao SAR",Methamphetamine,From, ,Gram,2015,270
"China, Macao SAR",Methamphetamine,Typical, ,Tablet,2015,31
"China, Macao SAR",Methamphetamine,Typical, ,Gram,2015,300
"China, Macao SAR",Methamphetamine,To, ,Tablet,2016,18
"China, Macao SAR",Methamphetamine,To, ,Gram,2016,25
"China, Macao SAR",Methamphetamine,From, ,Tablet,2016,12.5
"China, Macao SAR",Methamphetamine,From, ,Gram,2016,12
"China, Macao SAR",Methamphetamine,Typical, ,Tablet,2016,14.5
"China, Macao SAR",Methamphetamine,Typical, ,Gram,2016,18
Colombia,Benzodiazepines,To,Clonazepam,Tablet,2016,
Colombia,Benzodiazepines,From,Clonazepam,Tablet,2016,
Colombia,Benzodiazepines,Typical,Clonazepam,Tablet,2016,3.560667096
Colombia,Ecstasy-type substances,To, ,Tablet,2015,
Colombia,Ecstasy-type substances,To, ,Gram,2015,
Colombia,Ecstasy-type substances,From, ,Tablet,2015,
Colombia,Ecstasy-type substances,From, ,Gram,2015,
Colombia,Ecstasy-type substances,Typical, ,Tablet,2015,14.473169464
Colombia,Ecstasy-type substances,Typical, ,Gram,2015,44.305620807
Colombia,Ecstasy-type substances,To, ,Tablet,2016,
Colombia,Ecstasy-type substances,From, ,Tablet,2016,
Colombia,Ecstasy-type substances,Typical, ,Tablet,2016,13.785334994
Colombia,Heroin,To, ,Gram,2015,70.852071940
Colombia,Heroin,From, ,Gram,2015,3.101393456
Colombia,Heroin,Typical, ,Gram,2015,24.035799288
Colombia,Heroin,To, ,Gram,2016,
Colombia,Heroin,From, ,Gram,2016,
Colombia,Heroin,Typical, ,Gram,2016,21.266002561
Colombia,Marijuana (herb),To, ,Gram,2015,3.692135067
Colombia,Marijuana (herb),From, ,Gram,2015,0.369213507
Colombia,Marijuana (herb),Typical, ,Gram,2015,1.846067534
Colombia,Methamphetamine,To, ,Tablet,2016,
Colombia,Methamphetamine,From, ,Tablet,2016,
Colombia,Methamphetamine,Typical, ,Tablet,2016,16.333335301
Costa Rica,Cocaine salts,To, ,Gram,2012,18
Costa Rica,Cocaine salts,From, ,Gram,2012,16
Costa Rica,Cocaine salts,Typical, ,Gram,2012,
Costa Rica,Cocaine salts,To, ,Gram,2013,18
Costa Rica,Cocaine salts,From, ,Gram,2013,16
Costa Rica,Cocaine salts,Typical, ,Gram,2013,
Costa Rica,Cocaine salts,To, ,Gram,2014,18
Costa Rica,Cocaine salts,From, ,Gram,2014,16
Costa Rica,Cocaine salts,Typical, ,Gram,2014,
Costa Rica,Cocaine salts,To, ,Dose,2015,
Costa Rica,Cocaine salts,From, ,Dose,2015,
Costa Rica,Cocaine salts,Typical, ,Dose,2015,6.011009693
Costa Rica,Cocaine salts,To, ,Dose,2016,
Costa Rica,Cocaine salts,From, ,Dose,2016,
Costa Rica,Cocaine salts,Typical, ,Dose,2016,6.011009693
Costa Rica,Crack,To, ,Gram,2012,14
Costa Rica,Crack,From, ,Gram,2012,7
Costa Rica,Crack,Typical, ,Gram,2012,
Costa Rica,Crack,To, ,Gram,2013,14
Costa Rica,Crack,From, ,Gram,2013,7
Costa Rica,Crack,Typical, ,Gram,2013,
Costa Rica,Crack,To, ,Gram,2014,14
Costa Rica,Crack,From, ,Gram,2014,7
Costa Rica,Crack,Typical, ,Gram,2014,
Costa Rica,Crack,To, ,Rock,2015,
Costa Rica,Crack,To, ,Gram,2015,
Costa Rica,Crack,From, ,Rock,2015,
Costa Rica,Crack,From, ,Gram,2015,
Costa Rica,Crack,Typical, ,Rock,2015,1.389999986
Costa Rica,Crack,Typical, ,Gram,2015,9.25
Costa Rica,Crack,To, ,Rock,2016,
Costa Rica,Crack,From, ,Rock,2016,
Costa Rica,Crack,Typical, ,Rock,2016,1.389999986
Costa Rica,Ecstasy-type substances,To, ,Tablet,2012,30
Costa Rica,Ecstasy-type substances,From, ,Tablet,2012,20
Costa Rica,Ecstasy-type substances,Typical, ,Tablet,2012,
Costa Rica,Ecstasy-type substances,To, ,Tablet,2013,30
Costa Rica,Ecstasy-type substances,From, ,Tablet,2013,20
Costa Rica,Ecstasy-type substances,Typical, ,Tablet,2013,
Costa Rica,Ecstasy-type substances,To, ,Tablet,2014,30
Costa Rica,Ecstasy-type substances,From, ,Tablet,2014,20
Costa Rica,Ecstasy-type substances,Typical, ,Tablet,2014,
Costa Rica,Ecstasy-type substances,To, ,Dose,2015,
Costa Rica,Ecstasy-type substances,From, ,Dose,2015,
Costa Rica,Ecstasy-type substances,Typical, ,Dose,2015,23.120000839
Costa Rica,Ecstasy-type substances,To, ,Dose,2016,
Costa Rica,Ecstasy-type substances,From, ,Dose,2016,
Costa Rica,Ecstasy-type substances,Typical, ,Dose,2016,23.120000839
Costa Rica,Marijuana (herb),To, ,Gram,2012,8
Costa Rica,Marijuana (herb),From, ,Gram,2012,5
Costa Rica,Marijuana (herb),Typical, ,Gram,2012,
Costa Rica,Marijuana (herb),To, ,Gram,2013,8
Costa Rica,Marijuana (herb),From, ,Gram,2013,5
Costa Rica,Marijuana (herb),Typical, ,Gram,2013,
Costa Rica,Marijuana (herb),To, ,Gram,2014,8
Costa Rica,Marijuana (herb),From, ,Gram,2014,5
Costa Rica,Marijuana (herb),Typical, ,Gram,2014,
Costa Rica,Marijuana (herb),To, ,Cigarette,2015,
Costa Rica,Marijuana (herb),From, ,Cigarette,2015,
Costa Rica,Marijuana (herb),Typical, ,Cigarette,2015,2.769999981
Costa Rica,Marijuana (herb),To, ,Cigarette,2016,
Costa Rica,Marijuana (herb),From, ,Cigarette,2016,
Costa Rica,Marijuana (herb),Typical, ,Cigarette,2016,2.769999981
Croatia,Cocaine salts,To, ,Gram,2013,125.827815364
Croatia,Cocaine salts,From, ,Gram,2013,87.417219095
Croatia,Cocaine salts,Typical, ,Gram,2013,105.960265570
Croatia,Ecstasy-type substances,To, ,Tablet,2013,10.596026557
Croatia,Ecstasy-type substances,From, ,Tablet,2013,7.947019918
Croatia,Ecstasy-type substances,Typical, ,Tablet,2013,9.668874486
Cyprus,Amphetamine,To, ,Tablet,2012,173.521851538
Cyprus,Amphetamine,From, ,Tablet,2012,46.272493743
Cyprus,Amphetamine,Typical, ,Tablet,2012,77.120822906
Cyprus,Cocaine salts,To, ,Gram,2012,141.388175327
Cyprus,Cocaine salts,From, ,Gram,2012,60.411311276
Cyprus,Cocaine salts,Typical, ,Gram,2012,128.534704843
Cyprus,Cocaine salts,To, ,Gram,2013,158.940398355
Cyprus,Cocaine salts,From, ,Gram,2013,86.092715776
Cyprus,Cocaine salts,Typical, ,Gram,2013,132.450331962
Cyprus,Cocaine salts,To, ,Gram,2014,133.155794560
Cyprus,Cocaine salts,From, ,Gram,2014,79.893476736
Cyprus,Cocaine salts,Typical, ,Gram,2014,
Cyprus,Cocaine salts,To, ,Gram,2015,110.864743780
Cyprus,Cocaine salts,From, ,Gram,2015,88.691795024
Cyprus,Cocaine salts,Typical, ,Gram,2015,88.691795024
Cyprus,Cocaine salts,To, ,Gram,2016,110.741971558
Cyprus,Cocaine salts,From, ,Gram,2016,66.445182935
Cyprus,Cocaine salts,Typical, ,Gram,2016,110.741971558
Cyprus,Ecstasy-type substances,To, ,Tablet,2013,13.245033196
Cyprus,Ecstasy-type substances,From, ,Tablet,2013,6.622516598
Cyprus,Ecstasy-type substances,Typical, ,Tablet,2013,6.622516598
Cyprus,Ecstasy-type substances,To, ,Tablet,2014,19.973369184
Cyprus,Ecstasy-type substances,From, ,Tablet,2014,6.657789728
Cyprus,Ecstasy-type substances,Typical, ,Tablet,2014,13.315579456
Cyprus,Ecstasy-type substances,To, ,Tablet,2015,27.716185945
Cyprus,Ecstasy-type substances,From, ,Tablet,2015,11.086474378
Cyprus,Ecstasy-type substances,Typical, ,Tablet,2015,11.086474378
Cyprus,Ecstasy-type substances,To, ,Tablet,2016,27.685492889
Cyprus,Ecstasy-type substances,From, ,Tablet,2016,11.074197156
Cyprus,Ecstasy-type substances,Typical, ,Tablet,2016,16.611295734
Cyprus,Hashish (resin),To, ,Gram,2012,38.560411453
Cyprus,Hashish (resin),From, ,Gram,2012,12.853470484
Cyprus,Hashish (resin),Typical, ,Gram,2012,32.133676211
Cyprus,Hashish (resin),To, ,Gram,2013,46.357616187
Cyprus,Hashish (resin),From, ,Gram,2013,15.894039835
Cyprus,Hashish (resin),Typical, ,Gram,2013,33.112582991
Cyprus,Hashish (resin),To, ,Gram,2014,39.946738368
Cyprus,Hashish (resin),From, ,Gram,2014,15.978695347
Cyprus,Hashish (resin),Typical, ,Gram,2014,
Cyprus,Hashish (resin),To, ,Gram,2016,27.685492889
Cyprus,Hashish (resin),From, ,Gram,2016,13.289036587
Cyprus,Hashish (resin),Typical, ,Gram,2016,13.289036587
Cyprus,Heroin,To, ,Gram,2012,141.388175327
Cyprus,Heroin,From, ,Gram,2012,64.267352421
Cyprus,Heroin,Typical, ,Gram,2012,
Cyprus,Marijuana (herb),To, ,Gram,2012,51.413881937
Cyprus,Marijuana (herb),From, ,Gram,2012,14.138817533
Cyprus,Marijuana (herb),Typical, ,Gram,2012,25.706940969
Cyprus,Marijuana (herb),To, ,Gram,2013,39.735099589
Cyprus,Marijuana (herb),From, ,Gram,2013,13.245033196
Cyprus,Marijuana (herb),Typical, ,Gram,2013,13.245033196
Cyprus,Marijuana (herb),To, ,Gram,2014,33.288948640
Cyprus,Marijuana (herb),From, ,Gram,2014,13.315579456
Cyprus,Marijuana (herb),Typical, ,Gram,2014,26.631158912
Cyprus,Marijuana (herb),To, ,Gram,2015,33.259423134
Cyprus,Marijuana (herb),From, ,Gram,2015,8.869179502
Cyprus,Marijuana (herb),Typical, ,Gram,2015,22.172948756
Cyprus,Marijuana (herb),To, ,Gram,2016,33.222591467
Cyprus,Marijuana (herb),From, ,Gram,2016,7.751938009
Cyprus,Marijuana (herb),Typical, ,Gram,2016,22.148394312
Cyprus,Marijuana (herb),To,Intensified marijuana,Gram,2012,64.267352421
Cyprus,Marijuana (herb),From,Intensified marijuana,Gram,2012,32.133676211
Cyprus,Marijuana (herb),Typical,Intensified marijuana,Gram,2012,
Cyprus,Marijuana (herb),To,Intensified marijuana,Gram,2013,66.225165981
Cyprus,Marijuana (herb),From,Intensified marijuana,Gram,2013,26.490066392
Cyprus,Marijuana (herb),Typical,Intensified marijuana,Gram,2013,39.735099589
Cyprus,Methamphetamine,To, ,Tablet,2014,399.467383679
Cyprus,Methamphetamine,From, ,Tablet,2014,133.155794560
Cyprus,Methamphetamine,Typical, ,Tablet,2014,
Cyprus,Methamphetamine,To, ,Gram,2015,199.556538805
Cyprus,Methamphetamine,From, ,Gram,2015,66.518846268
Cyprus,Methamphetamine,Typical, ,Gram,2015,88.691795024
Cyprus,Methamphetamine,To, ,Gram,2016,221.483943116
Cyprus,Methamphetamine,From, ,Gram,2016,66.445182935
Cyprus,Methamphetamine,Typical, ,Gram,2016,132.890365870
Cyprus,Non-specified ATS,To, ,Gram,2013,158.940398355
Cyprus,Non-specified ATS,From, ,Gram,2013,66.225165981
Cyprus,Non-specified ATS,Typical, ,Gram,2013,66.225165981
Czechia,Amphetamine,To, ,Gram,2013,101.721858989
Czechia,Amphetamine,From, ,Gram,2013,66.092717670
Czechia,Amphetamine,Typical, ,Gram,2013,
Czechia,Amphetamine,To, ,Gram,2015,121.951218158
Czechia,Amphetamine,From, ,Gram,2015,16.297117124
Czechia,Amphetamine,Typical, ,Gram,2015,29.600887435
Czechia,Cocaine salts,To, ,Gram,2012,133.033419512
Czechia,Cocaine salts,From, ,Gram,2012,51.156811547
Czechia,Cocaine salts,Typical, ,Gram,2012,76.735219772
Czechia,Cocaine salts,To, ,Gram,2013,101.721858989
Czechia,Cocaine salts,From, ,Gram,2013,50.860929495
Czechia,Cocaine salts,Typical, ,Gram,2013,101.721858989
Czechia,Cocaine salts,To, ,Gram,2015,101.552103611
Czechia,Cocaine salts,From, ,Gram,2015,60.975609079
Czechia,Cocaine salts,Typical, ,Gram,2015,81.263860574
Czechia,Cocaine salts,To, ,Gram,2016,102.436323691
Czechia,Cocaine salts,From, ,Gram,2016,40.974529476
Czechia,Cocaine salts,Typical, ,Gram,2016,
Czechia,Ecstasy-type substances,To, ,Tablet,2012,12.724935289
Czechia,Ecstasy-type substances,From, ,Tablet,2012,10.282776387
Czechia,Ecstasy-type substances,Typical, ,Tablet,2012,12.724935289
Czechia,Ecstasy-type substances,To, ,Unit,2013,25.430464747
Czechia,Ecstasy-type substances,From, ,Unit,2013,3.576159026
Czechia,Ecstasy-type substances,Typical, ,Unit,2013,10.198675308
Czechia,Ecstasy-type substances,To, ,Tablet,2014,23.968043021
Czechia,Ecstasy-type substances,From, ,Tablet,2014,6.258322090
Czechia,Ecstasy-type substances,Typical, ,Tablet,2014,9.320905619
Czechia,Ecstasy-type substances,To, ,Tablet,2015,12.195121816
Czechia,Ecstasy-type substances,From, ,Tablet,2015,4.878048832
Czechia,Ecstasy-type substances,Typical, ,Tablet,2015,8.093126507
Czechia,Ecstasy-type substances,To, ,Tablet,2016,10.243632369
Czechia,Ecstasy-type substances,From, ,Tablet,2016,4.097453000
Czechia,Ecstasy-type substances,Typical, ,Tablet,2016,8.194906001
Czechia,Hashish (resin),To, ,Gram,2012,
Czechia,Hashish (resin),From, ,Gram,2012,
Czechia,Hashish (resin),Typical, ,Gram,2012,10.282776387
Czechia,Hashish (resin),To, ,Gram,2013,12.715232374
Czechia,Hashish (resin),From, ,Gram,2013,5.033112551
Czechia,Hashish (resin),Typical, ,Gram,2013,
Czechia,Hashish (resin),To, ,Gram,2014,11.984021510
Czechia,Hashish (resin),From, ,Gram,2014,5.193076115
Czechia,Hashish (resin),Typical, ,Gram,2014,
Czechia,Hashish (resin),To, ,Gram,2016,20.487264738
Czechia,Hashish (resin),From, ,Gram,2016,4.097453000
Czechia,Hashish (resin),Typical, ,Gram,2016,
Czechia,Heroin,To,Brown,Gram,2012,76.735219772
Czechia,Heroin,From,Brown,Gram,2012,41.002570355
Czechia,Heroin,Typical,Brown,Gram,2012,51.156811547
Czechia,Heroin,To,Brown,Gram,2013,101.721858989
Czechia,Heroin,From,Brown,Gram,2013,35.629138793
Czechia,Heroin,Typical,Brown,Gram,2013,50.860929495
Czechia,Heroin,To,Brown,Gram,2014,57.922770633
Czechia,Heroin,From,Brown,Gram,2014,48.335552409
Czechia,Heroin,Typical,Brown,Gram,2014,
Czechia,Heroin,To,Brown,Gram,2015,81.263860574
Czechia,Heroin,From,Brown,Gram,2015,28.381374831
Czechia,Heroin,Typical,Brown,Gram,2015,40.687361813
Czechia,Heroin,To,Brown,Gram,2016,81.949058953
Czechia,Heroin,From,Brown,Gram,2016,20.487264738
Czechia,Heroin,Typical,Brown,Gram,2016,40.974529476
Czechia,Marijuana (herb),To, ,Gram,2012,30.719793967
Czechia,Marijuana (herb),From, ,Gram,2012,2.056555308
Czechia,Marijuana (herb),Typical, ,Gram,2012,10.282776387
Czechia,Marijuana (herb),To, ,Gram,2013,25.430464747
Czechia,Marijuana (herb),From, ,Gram,2013,2.516556276
Czechia,Marijuana (herb),Typical, ,Gram,2013,10.198675308
Czechia,Marijuana (herb),To, ,Gram,2014,23.968043021
Czechia,Marijuana (herb),From, ,Gram,2014,2.396804239
Czechia,Marijuana (herb),Typical, ,Gram,2014,9.320905619
Czechia,Marijuana (herb),To, ,Gram,2015,24.390243632
Czechia,Marijuana (herb),From, ,Gram,2015,1.662971157
Czechia,Marijuana (herb),Typical, ,Gram,2015,8.093126507
Czechia,Marijuana (herb),To, ,Gram,2016,28.571427817
Czechia,Marijuana (herb),From, ,Gram,2016,1.661129573
Czechia,Marijuana (herb),Typical, ,Gram,2016,8.194906001
Czechia,Methamphetamine,To, ,Gram,2012,255.784062637
Czechia,Methamphetamine,From, ,Gram,2012,20.437017580
Czechia,Methamphetamine,Typical, ,Gram,2012,51.156811547
Czechia,Methamphetamine,To, ,Gram,2013,254.437095784
Czechia,Methamphetamine,From, ,Gram,2013,22.913906419
Czechia,Methamphetamine,Typical, ,Gram,2013,50.860929495
Czechia,Methamphetamine,To, ,Gram,2014,241.544603204
Czechia,Methamphetamine,From, ,Gram,2014,19.307590211
Czechia,Methamphetamine,Typical, ,Gram,2014,48.335552409
Czechia,Methamphetamine,To, ,Gram,2015,121.951218158
Czechia,Methamphetamine,From, ,Gram,2015,16.297117124
Czechia,Methamphetamine,Typical, ,Gram,2015,29.600887435
Czechia,Methamphetamine,To, ,Gram,2016,204.872647382
Czechia,Methamphetamine,From, ,Gram,2016,16.389812002
Czechia,Methamphetamine,Typical, ,Gram,2016,40.974529476
Denmark,Amphetamine,To, ,Gram,2012,34.560220115
Denmark,Amphetamine,From, ,Gram,2012,17.280110057
Denmark,Amphetamine,Typical, ,Gram,2012,25.920165086
Denmark,Amphetamine,To, ,Gram,2013,35.517669776
Denmark,Amphetamine,From, ,Gram,2013,17.758834888
Denmark,Amphetamine,Typical, ,Gram,2013,22.198543610
Denmark,Amphetamine,To, ,Gram,2014,22.329403161
Denmark,Amphetamine,From, ,Gram,2014,17.863522528
Denmark,Amphetamine,Typical, ,Gram,2014,
Denmark,Amphetamine,To, ,Gram,2015,44.603034119
Denmark,Amphetamine,From, ,Gram,2015,14.867678040
Denmark,Amphetamine,Typical, ,Gram,2015,22.301517060
Denmark,Amphetamine,To, ,Gram,2016,44.609666060
Denmark,Amphetamine,From, ,Gram,2016,14.869888687
Denmark,Amphetamine,Typical, ,Gram,2016,22.304833030
Denmark,Cocaine salts,To, ,Gram,2012,103.680660344
Denmark,Cocaine salts,From, ,Gram,2012,60.480385201
Denmark,Cocaine salts,Typical, ,Gram,2012,86.400550287
