Country,Drug,Measure Names,Specifics,Unit,Year,Measure Values
Afghanistan,Hashish (resin),To, ,Gram,2013,0.219999999
Afghanistan,Hashish (resin),From, ,Gram,2013,0.172999993
Afghanistan,Hashish (resin),Typical, ,Gram,2013,0.189999998
Afghanistan,Heroin,To, ,Gram,2012,
Afghanistan,Heroin,From, ,Gram,2012,
Afghanistan,Heroin,Typical, ,Gram,2012,6.400000095
Afghanistan,Heroin,To, ,Gram,2013,5.800000191
Afghanistan,Heroin,From, ,Gram,2013,4.599999905
Afghanistan,Heroin,Typical, ,Gram,2013,5.287000179
Afghanistan,Heroin,To, ,Gram,2014,5.538000107
Afghanistan,Heroin,From, ,Gram,2014,4.710000038
Afghanistan,Heroin,Typical, ,Gram,2014,5.159999847
Afghanistan,Heroin,To, ,Gram,2015,
Afghanistan,Heroin,From, ,Gram,2015,
Afghanistan,Heroin,Typical, ,Gram,2015,4.900000095
Afghanistan,Marijuana (herb),To, ,Gram,2015,
Afghanistan,Marijuana (herb),From, ,Gram,2015,
Afghanistan,Marijuana (herb),Typical, ,Gram,2015,1.130031710
Afghanistan,Opium,To, ,Gram,2013,4.300000191
Afghanistan,Opium,From, ,Gram,2013,0.300000012
Afghanistan,Opium,Typical, ,Gram,2013,0.360000014
Albania,Cocaine salts,To, ,Gram,2012,128.534704843
Albania,Cocaine salts,From, ,Gram,2012,64.267352421
Albania,Cocaine salts,Typical, ,Gram,2012,77.120822906
Albania,Cocaine salts,To, ,Gram,2014,133.155794560
Albania,Cocaine salts,From, ,Gram,2014,66.577897280
Albania,Cocaine salts,Typical, ,Gram,2014,79.893476736
Albania,Cocaine salts,To, ,Gram,2015,99.778269402
Albania,Cocaine salts,From, ,Gram,2015,66.518846268
Albania,Cocaine salts,Typical, ,Gram,2015,
Albania,Cocaine salts,To, ,Gram,2016,99.667774402
Albania,Cocaine salts,From, ,Gram,2016,66.445182935
Albania,Cocaine salts,Typical, ,Gram,2016,77.519380091
Albania,Heroin,To, ,Gram,2015,27.716185945
Albania,Heroin,From, ,Gram,2015,23.281596194
Albania,Heroin,Typical, ,Gram,2015,
Albania,Heroin,To,Brown,Gram,2012,32.133676211
Albania,Heroin,From,Brown,Gram,2012,26.992288017
Albania,Heroin,Typical,Brown,Gram,2012,28.277635065
Albania,Heroin,To,Brown,Gram,2014,33.288948640
Albania,Heroin,From,Brown,Gram,2014,27.962716858
Albania,Heroin,Typical,Brown,Gram,2014,29.294274803
Albania,Heroin,To,Brown,Gram,2016,27.685492889
Albania,Heroin,From,Brown,Gram,2016,16.611295734
Albania,Heroin,Typical,Brown,Gram,2016,24.363233743
Albania,Marijuana (herb),To, ,Gram,2012,2.056555308
Albania,Marijuana (herb),From, ,Gram,2012,1.285347048
Albania,Marijuana (herb),Typical, ,Gram,2012,1.542416519
Albania,Marijuana (herb),To, ,Gram,2014,6.657789728
Albania,Marijuana (herb),From, ,Gram,2014,3.994673837
Albania,Marijuana (herb),Typical, ,Gram,2014,
Albania,Marijuana (herb),To, ,Gram,2015,5.543237189
Albania,Marijuana (herb),From, ,Gram,2015,3.325942313
Albania,Marijuana (herb),Typical, ,Gram,2015,
Albania,Marijuana (herb),To, ,Gram,2016,5.537098578
Albania,Marijuana (herb),From, ,Gram,2016,3.322259147
Albania,Marijuana (herb),Typical, ,Gram,2016,3.322259147
Algeria,Cocaine salts,To, ,Dose,2012,155.466601246
Algeria,Cocaine salts,From, ,Dose,2012,129.555501038
Algeria,Cocaine salts,Typical, ,Dose,2012,142.511051142
Algeria,Cocaine salts,To, ,Gram,2013,151.285930991
Algeria,Cocaine salts,From, ,Gram,2013,126.071609159
Algeria,Cocaine salts,Typical, ,Gram,2013,138.678770075
Algeria,Cocaine salts,To, ,Gram,2015,152.003406098
Algeria,Cocaine salts,From, ,Gram,2015,101.335604066
Algeria,Cocaine salts,Typical, ,Gram,2015,126.669505082
Algeria,Cocaine salts,To, ,Gram,2016,82.271424676
Algeria,Cocaine salts,From, ,Gram,2016,63.988885859
Algeria,Cocaine salts,Typical, ,Gram,2016,73.130155267
Algeria,Ecstasy-type substances,To, ,Tablet,2015,17.227052691
Algeria,Ecstasy-type substances,From, ,Tablet,2015,13.173628529
Algeria,Ecstasy-type substances,Typical, ,Tablet,2015,15.200340610
Algeria,Ecstasy-type substances,To, ,Tablet,2016,15.540157994
Algeria,Ecstasy-type substances,From, ,Tablet,2016,11.883650231
Algeria,Ecstasy-type substances,Typical, ,Tablet,2016,13.711904113
Algeria,Hashish (resin),To, ,Gram,2012,2.591110021
Algeria,Hashish (resin),From, ,Gram,2012,1.295555010
Algeria,Hashish (resin),Typical, ,Gram,2012,1.943332516
Algeria,Hashish (resin),To, ,Gram,2013,2.521432183
Algeria,Hashish (resin),From, ,Gram,2013,1.260716092
Algeria,Hashish (resin),Typical, ,Gram,2013,1.891074137
Algeria,Hashish (resin),To, ,Gram,2015,5.066780203
Algeria,Hashish (resin),From, ,Gram,2015,2.026712081
Algeria,Hashish (resin),Typical, ,Gram,2015,3.546746142
Algeria,Hashish (resin),To, ,Gram,2016,4.570634704
Algeria,Hashish (resin),From, ,Gram,2016,1.828253882
Algeria,Hashish (resin),Typical, ,Gram,2016,3.199444293
Algeria,Heroin,To, ,Dose,2012,155.466601246
Algeria,Heroin,From, ,Dose,2012,103.644400831
Algeria,Heroin,Typical, ,Dose,2012,129.555501038
Algeria,Heroin,To, ,Gram,2015,152.003406098
Algeria,Heroin,From, ,Gram,2015,101.335604066
Algeria,Heroin,Typical, ,Gram,2015,126.669505082
Algeria,Heroin,To, ,Gram,2016,109.695232901
Algeria,Heroin,From, ,Gram,2016,82.271424676
Algeria,Heroin,Typical, ,Gram,2016,95.983328788
Andorra,Amphetamine,To, ,Gram,2012,
Andorra,Amphetamine,From, ,Gram,2012,
Andorra,Amphetamine,Typical, ,Gram,2012,38.560411453
Armenia,Amphetamine,To, ,Gram,2013,200
Armenia,Amphetamine,From, ,Gram,2013,100
Armenia,Amphetamine,Typical, ,Gram,2013,150
Armenia,Amphetamine,To, ,Tablet,2014,210
Armenia,Amphetamine,From, ,Tablet,2014,190
Armenia,Amphetamine,Typical, ,Tablet,2014,
Armenia,Amphetamine,To, ,Gram,2015,190
Armenia,Amphetamine,From, ,Gram,2015,130
Armenia,Amphetamine,Typical, ,Gram,2015,
Armenia,Amphetamine,To, ,Gram,2016,200
Armenia,Amphetamine,From, ,Gram,2016,130
Armenia,Amphetamine,Typical, ,Gram,2016,
Armenia,Cocaine salts,To, ,Gram,2012,380
Armenia,Cocaine salts,From, ,Gram,2012,350
Armenia,Cocaine salts,Typical, ,Gram,2012,360
Armenia,Cocaine salts,To, ,Gram,2013,300
Armenia,Cocaine salts,From, ,Gram,2013,250
Armenia,Cocaine salts,Typical, ,Gram,2013,275
Armenia,Cocaine salts,To, ,Gram,2014,500
Armenia,Cocaine salts,From, ,Gram,2014,400
Armenia,Cocaine salts,Typical, ,Gram,2014,
Armenia,Cocaine salts,To, ,Gram,2015,500
Armenia,Cocaine salts,From, ,Gram,2015,400
Armenia,Cocaine salts,Typical, ,Gram,2015,
Armenia,Cocaine salts,To, ,Gram,2016,500
Armenia,Cocaine salts,From, ,Gram,2016,400
Armenia,Cocaine salts,Typical, ,Gram,2016,
Armenia,Ecstasy-type substances,To, ,Tablet,2014,60
Armenia,Ecstasy-type substances,From, ,Tablet,2014,50
Armenia,Ecstasy-type substances,Typical, ,Tablet,2014,
Armenia,Hashish (resin),To, ,Gram,2013,50
Armenia,Hashish (resin),From, ,Gram,2013,40
Armenia,Hashish (resin),Typical, ,Gram,2013,45
Armenia,Hashish (resin),To, ,Gram,2014,50
Armenia,Hashish (resin),From, ,Gram,2014,40
Armenia,Hashish (resin),Typical, ,Gram,2014,
Armenia,Hashish (resin),To, ,Gram,2015,50
Armenia,Hashish (resin),From, ,Gram,2015,40
Armenia,Hashish (resin),Typical, ,Gram,2015,
Armenia,Hashish (resin),To, ,Gram,2016,50
Armenia,Hashish (resin),From, ,Gram,2016,40
Armenia,Hashish (resin),Typical, ,Gram,2016,
Armenia,Heroin,To, ,Gram,2012,140
Armenia,Heroin,From, ,Gram,2012,120
Armenia,Heroin,Typical, ,Gram,2012,130
Armenia,Heroin,To, ,Gram,2013,250
Armenia,Heroin,From, ,Gram,2013,200
Armenia,Heroin,Typical, ,Gram,2013,225
Armenia,Heroin,To, ,Gram,2014,200
Armenia,Heroin,From, ,Gram,2014,150
Armenia,Heroin,Typical, ,Gram,2014,
Armenia,Heroin,To, ,Gram,2015,150
Armenia,Heroin,From, ,Gram,2015,100
Armenia,Heroin,Typical, ,Gram,2015,
Armenia,Heroin,To, ,Gram,2016,150
Armenia,Heroin,From, ,Gram,2016,100
Armenia,Heroin,Typical, ,Gram,2016,
Armenia,Marijuana (herb),To, ,Gram,2012,25
Armenia,Marijuana (herb),From, ,Gram,2012,20
Armenia,Marijuana (herb),Typical, ,Gram,2012,20
Armenia,Marijuana (herb),To, ,Gram,2013,25
Armenia,Marijuana (herb),From, ,Gram,2013,20
Armenia,Marijuana (herb),Typical, ,Gram,2013,22.5
Armenia,Marijuana (herb),To, ,Gram,2014,60
Armenia,Marijuana (herb),From, ,Gram,2014,10
Armenia,Marijuana (herb),Typical, ,Gram,2014,
Armenia,Marijuana (herb),To, ,Gram,2015,50
Armenia,Marijuana (herb),From, ,Gram,2015,5
Armenia,Marijuana (herb),Typical, ,Gram,2015,
Armenia,Marijuana (herb),To, ,Gram,2016,50
Armenia,Marijuana (herb),From, ,Gram,2016,5
Armenia,Marijuana (herb),Typical, ,Gram,2016,
Armenia,Methamphetamine,To, ,Gram,2012,300
Armenia,Methamphetamine,From, ,Gram,2012,250
Armenia,Methamphetamine,Typical, ,Gram,2012,270
Armenia,Methamphetamine,To, ,Gram,2014,210
Armenia,Methamphetamine,From, ,Gram,2014,190
Armenia,Methamphetamine,Typical, ,Gram,2014,
Armenia,Methamphetamine,To, ,Gram,2015,190
Armenia,Methamphetamine,From, ,Gram,2015,130
Armenia,Methamphetamine,Typical, ,Gram,2015,
Armenia,Methamphetamine,To, ,Gram,2016,200
Armenia,Methamphetamine,From, ,Gram,2016,130
Armenia,Methamphetamine,Typical, ,Gram,2016,
Armenia,Opium,To, ,Gram,2012,90
Armenia,Opium,From, ,Gram,2012,80
Armenia,Opium,Typical, ,Gram,2012,80
Armenia,Opium,To, ,Gram,2013,80
Armenia,Opium,From, ,Gram,2013,50
Armenia,Opium,Typical, ,Gram,2013,65
Armenia,Opium,To, ,Gram,2014,60
Armenia,Opium,From, ,Gram,2014,50
Armenia,Opium,Typical, ,Gram,2014,
Armenia,Opium,To, ,Gram,2015,60
Armenia,Opium,From, ,Gram,2015,50
Armenia,Opium,Typical, ,Gram,2015,
Armenia,Opium,To, ,Gram,2016,60
Armenia,Opium,From, ,Gram,2016,50
Armenia,Opium,Typical, ,Gram,2016,
Armenia,Pharmaceutical opioids,To,Buprenorphine,Tablet,2012,170
Armenia,Pharmaceutical opioids,From,Buprenorphine,Tablet,2012,150
Armenia,Pharmaceutical opioids,Typical,Buprenorphine,Tablet,2012,160
Armenia,Pharmaceutical opioids,To,Buprenorphine,Tablet,2013,150
Armenia,Pharmaceutical opioids,From,Buprenorphine,Tablet,2013,130
Armenia,Pharmaceutical opioids,Typical,Buprenorphine,Tablet,2013,140
Armenia,Pharmaceutical opioids,To,Subutex (buprenorphine),Tablet,2014,130
Armenia,Pharmaceutical opioids,From,Subutex (buprenorphine),Tablet,2014,120
Armenia,Pharmaceutical opioids,Typical,Subutex (buprenorphine),Tablet,2014,
Armenia,Pharmaceutical opioids,To,Subutex (buprenorphine),Tablet,2015,150
Armenia,Pharmaceutical opioids,From,Subutex (buprenorphine),Tablet,2015,130
Armenia,Pharmaceutical opioids,Typical,Subutex (buprenorphine),Tablet,2015,
Armenia,Pharmaceutical opioids,To,Subutex (buprenorphine),Tablet,2016,160
Armenia,Pharmaceutical opioids,From,Subutex (buprenorphine),Tablet,2016,130
Armenia,Pharmaceutical opioids,Typical,Subutex (buprenorphine),Tablet,2016,
Australia,Amphetamine,To, ,Gram,2014,902.527043186
Australia,Amphetamine,From, ,Gram,2014,270.758112956
Australia,Amphetamine,Typical, ,Gram,2014,581.001784051
Australia,Amphetamine,To, ,Gram,2016,149.031295725
Australia,Amphetamine,From, ,Gram,2016,134.128166153
Australia,Amphetamine,Typical, ,Gram,2016,
Australia,Cannabis oil,To, ,Gram,2012,51.652892842
Australia,Cannabis oil,From, ,Gram,2012,51.652892842
Australia,Cannabis oil,Typical, ,Gram,2012,51.652892842
Australia,Cannabis oil,To, ,Gram,2016,
Australia,Cannabis oil,From, ,Gram,2016,
Australia,Cannabis oil,Typical, ,Gram,2016,37.257823931
Australia,Cannabis plants,To, ,Gram,2016,18.628911966
Australia,Cannabis plants,From, ,Gram,2016,7.451564786
Australia,Cannabis plants,Typical, ,Gram,2016,13.040238376
Australia,Cocaine salts,To, ,Capsule,2012,72.314049979
Australia,Cocaine salts,From, ,Capsule,2012,51.652892842
Australia,Cocaine salts,Typical, ,Capsule,2012,61.983471410
Australia,Cocaine salts,To, ,Gram,2013,
Australia,Cocaine salts,From, ,Gram,2013,
Australia,Cocaine salts,Typical, ,Gram,2013,290.135385547
Australia,Cocaine salts,To, ,Gram,2014,722.021634549
Australia,Cocaine salts,From, ,Gram,2014,225.631760796
Australia,Cocaine salts,Typical, ,Gram,2014,459.724712623
Australia,Cocaine salts,To, ,Capsule,2016,59.612518290
Australia,Cocaine salts,From, ,Capsule,2016,37.257823931
Australia,Cocaine salts,Typical, ,Capsule,2016,48.435171111
Australia,Cocaine salts,To,Hydrochloride,Gram,2016,372.578239313
Australia,Cocaine salts,From,Hydrochloride,Gram,2016,186.289119656
Australia,Cocaine salts,Typical,Hydrochloride,Gram,2016,223.546943588
Australia,Ecstasy-type substances,To, ,Gram,2013,
Australia,Ecstasy-type substances,From, ,Gram,2013,
Australia,Ecstasy-type substances,Typical, ,Gram,2013,24.177948796
Australia,Ecstasy-type substances,To, ,Tablet,2014,45.126352159
Australia,Ecstasy-type substances,From, ,Tablet,2014,6.317689302
Australia,Ecstasy-type substances,Typical, ,Tablet,2014,29.729239563
Australia,Ecstasy-type substances,To, ,Tablet,2016,37.257823931
Australia,Ecstasy-type substances,To, ,Gram,2016,223.546943588
Australia,Ecstasy-type substances,From, ,Tablet,2016,18.628911966
Australia,Ecstasy-type substances,From, ,Gram,2016,111.773471794
Australia,Ecstasy-type substances,Typical, ,Tablet,2016,11.922503658
Australia,Ecstasy-type substances,Typical, ,Gram,2016,171.385990084
Australia,Ecstasy-type substances,To,Crystall/Tablet,Tablet,2016,37.257823931
Australia,Ecstasy-type substances,From,Crystall/Tablet,Tablet,2016,14.903129573
Australia,Ecstasy-type substances,Typical,Crystall/Tablet,Tablet,2016,27.943367948
Australia,Ecstasy-type substances,To,MDMA,Tablet,2012,41.322314273
Australia,Ecstasy-type substances,From,MDMA,Tablet,2012,20.661157137
Australia,Ecstasy-type substances,Typical,MDMA,Tablet,2012,30.991735705
Australia,GHB,To, ,Millilitre,2016,5.216095350
Australia,GHB,From, ,Millilitre,2016,2.235469436
Australia,GHB,Typical, ,Millilitre,2016,3.725782393
Australia,Hashish (resin),To, ,Gram,2012,51.652892842
Australia,Hashish (resin),From, ,Gram,2012,41.322314273
Australia,Hashish (resin),Typical, ,Gram,2012,46.487603558
Australia,Hashish (resin),To, ,Gram,2014,45.126352159
Australia,Hashish (resin),From, ,Gram,2014,36.101081727
Australia,Hashish (resin),Typical, ,Gram,2014,
Australia,Hashish (resin),To, ,Gram,2016,37.257823931
Australia,Hashish (resin),From, ,Gram,2016,18.628911966
Australia,Hashish (resin),Typical, ,Gram,2016,33.532041538
Australia,Heroin,To, ,Capsule,2012,72.314049979
Australia,Heroin,From, ,Capsule,2012,51.652892842
Australia,Heroin,Typical, ,Capsule,2012,61.983471410
Australia,Heroin,To, ,Gram,2013,
Australia,Heroin,From, ,Gram,2013,
Australia,Heroin,Typical, ,Gram,2013,290.135385547
Australia,Heroin,To, ,Gram,2014,496.389873752
Australia,Heroin,From, ,Gram,2014,135.379056478
Australia,Heroin,Typical, ,Gram,2014,326.037894351
Australia,Heroin,To, ,50 milligram,2016,
Australia,Heroin,From, ,50 milligram,2016,
Australia,Heroin,Typical, ,50 milligram,2016,37.257823931
Australia,Marijuana (herb),To, ,Gram,2012,30.991735705
Australia,Marijuana (herb),From, ,Gram,2012,20.661157137
Australia,Marijuana (herb),Typical, ,Gram,2012,25.826446421
Australia,Marijuana (herb),To, ,Gram,2013,
Australia,Marijuana (herb),From, ,Gram,2013,
Australia,Marijuana (herb),Typical, ,Gram,2013,19.342359036
Australia,Marijuana (herb),To, ,Gram,2014,45.126352159
Australia,Marijuana (herb),From, ,Gram,2014,10.830324518
Australia,Marijuana (herb),Typical, ,Gram,2014,26.850179535
Australia,Marijuana (herb),To, ,Ounce,2016,335.320415381
Australia,Marijuana (herb),From, ,Ounce,2016,149.031295725
Australia,Marijuana (herb),Typical, ,Ounce,2016,223.546943588
Australia,Marijuana (herb),To,Enhanced indoor,Gram,2012,30.991735705
Australia,Marijuana (herb),From,Enhanced indoor,Gram,2012,20.661157137
Australia,Marijuana (herb),Typical,Enhanced indoor,Gram,2012,25.826446421
Australia,Methamphetamine,To, ,Capsule,2012,61.983471410
Australia,Methamphetamine,From, ,Capsule,2012,41.322314273
Australia,Methamphetamine,Typical, ,Capsule,2012,51.652892842
Australia,Methamphetamine,To, ,Gram,2013,604.448719889
Australia,Methamphetamine,From, ,Gram,2013,290.135385547
Australia,Methamphetamine,Typical, ,Gram,2013,193.423590365
Australia,Methamphetamine,To, ,Gram,2014,135.379056478
Australia,Methamphetamine,From, ,Gram,2014,18.050540864
Australia,Methamphetamine,Typical, ,Gram,2014,76.714798671
Australia,Methamphetamine,To, ,Gram,2016,745.156478625
Australia,Methamphetamine,From, ,Gram,2016,223.546943588
Australia,Methamphetamine,Typical, ,Gram,2016,298.062591450
Australia,Methamphetamine,To,Crystalline Methamphetamine,Kilogram,2014,1444.043269097
Australia,Methamphetamine,From,Crystalline Methamphetamine,Kilogram,2014,270.758112956
Australia,Methamphetamine,Typical,Crystalline Methamphetamine,Kilogram,2014,680.655224153
Austria,Amphetamine,To, ,Gram,2012,38.560411453
Austria,Amphetamine,From, ,Gram,2012,19.280205726
Austria,Amphetamine,Typical, ,Gram,2012,25.706940969
Austria,Amphetamine,To, ,Tablet,2013,13.245033196
Austria,Amphetamine,To, ,Gram,2013,79.470199177
Austria,Amphetamine,From, ,Tablet,2013,3.973509959
Austria,Amphetamine,From, ,Gram,2013,7.947019918
Austria,Amphetamine,Typical, ,Tablet,2013,8.609271578
Austria,Amphetamine,Typical, ,Gram,2013,59.602649383
Austria,Amphetamine,To, ,Tablet,2014,19.973369184
Austria,Amphetamine,To, ,Gram,2014,79.893476736
Austria,Amphetamine,From, ,Tablet,2014,3.994673837
Austria,Amphetamine,From, ,Gram,2014,13.315579456
Austria,Amphetamine,Typical, ,Tablet,2014,9.320905619
Austria,Amphetamine,Typical, ,Gram,2014,53.262317824
Austria,Amphetamine,To, ,Tablet,2015,16.629711567
Austria,Amphetamine,To, ,Gram,2015,66.518846268
Austria,Amphetamine,From, ,Tablet,2015,3.325942313
Austria,Amphetamine,From, ,Gram,2015,11.086474378
Austria,Amphetamine,Typical, ,Tablet,2015,7.760532065
Austria,Amphetamine,Typical, ,Gram,2015,44.345897512
Austria,Amphetamine,To, ,Tablet,2016,16.611295734
Austria,Amphetamine,To, ,Gram,2016,66.445182935
Austria,Amphetamine,From, ,Tablet,2016,3.322259147
Austria,Amphetamine,From, ,Gram,2016,11.074197156
Austria,Amphetamine,Typical, ,Tablet,2016,7.751938009
Austria,Amphetamine,Typical, ,Gram,2016,44.296788623
Austria,Cocaine salts,To, ,Gram,2012,128.534704843
Austria,Cocaine salts,From, ,Gram,2012,77.120822906
Austria,Cocaine salts,Typical, ,Gram,2012,102.827763874
Austria,Cocaine salts,To, ,Gram,2013,172.185431551
Austria,Cocaine salts,From, ,Gram,2013,66.225165981
Austria,Cocaine salts,Typical, ,Gram,2013,99.337748972
Austria,Cocaine salts,To, ,Gram,2014,199.733691840
Austria,Cocaine salts,From, ,Gram,2014,66.577897280
Austria,Cocaine salts,Typical, ,Gram,2014,133.155794560
Austria,Cocaine salts,To, ,Gram,2015,166.297115670
Austria,Cocaine salts,From, ,Gram,2015,55.432371890
Austria,Cocaine salts,Typical, ,Gram,2015,110.864743780
Austria,Cocaine salts,To, ,Gram,2016,166.112957337
Austria,Cocaine salts,From, ,Gram,2016,55.370985779
Austria,Cocaine salts,Typical, ,Gram,2016,110.741971558
Austria,Ecstasy-type substances,To, ,Tablet,2012,12.853470484
Austria,Ecstasy-type substances,From, ,Tablet,2012,10.282776387
Austria,Ecstasy-type substances,Typical, ,Tablet,2012,10.282776387
Austria,Ecstasy-type substances,To, ,Tablet,2013,15.894039835
Austria,Ecstasy-type substances,From, ,Tablet,2013,5.298013278
Austria,Ecstasy-type substances,Typical, ,Tablet,2013,7.947019918
Austria,Ecstasy-type substances,To, ,Tablet,2014,39.946738368
Austria,Ecstasy-type substances,From, ,Tablet,2014,7.989347674
Austria,Ecstasy-type substances,Typical, ,Tablet,2014,11.984021510
Austria,Ecstasy-type substances,To, ,Tablet,2016,16.611295734
Austria,Ecstasy-type substances,From, ,Tablet,2016,3.322259147
Austria,Ecstasy-type substances,Typical, ,Tablet,2016,7.751938009
Austria,Hashish (resin),To, ,Gram,2012,10.282776387
Austria,Hashish (resin),From, ,Gram,2012,6.426735242
Austria,Hashish (resin),Typical, ,Gram,2012,10.282776387
Austria,Hashish (resin),To, ,Gram,2013,15.894039835
Austria,Hashish (resin),From, ,Gram,2013,6.622516598
Austria,Hashish (resin),Typical, ,Gram,2013,11.258278217
Austria,Hashish (resin),To, ,Gram,2014,19.973369184
Austria,Hashish (resin),From, ,Gram,2014,7.989347674
Austria,Hashish (resin),Typical, ,Gram,2014,10.652463565
Austria,Hashish (resin),To, ,Gram,2015,16.629711567
Austria,Hashish (resin),From, ,Gram,2015,6.651884627
Austria,Hashish (resin),Typical, ,Gram,2015,8.869179502
Austria,Hashish (resin),To, ,Gram,2016,22.148394312
Austria,Hashish (resin),From, ,Gram,2016,6.644518293
Austria,Hashish (resin),Typical, ,Gram,2016,8.859357725
Austria,Heroin,To, ,Gram,2015,66.518846268
Austria,Heroin,From, ,Gram,2015,11.086474378
Austria,Heroin,Typical, ,Gram,2015,44.345897512
Austria,Heroin,To,Brown,Gram,2012,77.120822906
Austria,Heroin,From,Brown,Gram,2012,38.560411453
Austria,Heroin,Typical,Brown,Gram,2012,64.267352421
Austria,Heroin,To,Brown,Gram,2013,132.450331962
Austria,Heroin,From,Brown,Gram,2013,39.735099589
Austria,Heroin,Typical,Brown,Gram,2013,79.470199177
Austria,Heroin,To,Brown,Gram,2014,79.893476736
Austria,Heroin,From,Brown,Gram,2014,13.315579456
Austria,Heroin,Typical,Brown,Gram,2014,53.262317824
Austria,Heroin,To,Brown,Gram,2016,99.667774402
Austria,Heroin,From,Brown,Gram,2016,27.685492889
Austria,Heroin,Typical,Brown,Gram,2016,66.445182935
Austria,Marijuana (herb),To, ,Gram,2012,12.853470484
Austria,Marijuana (herb),From, ,Gram,2012,8.997429339
Austria,Marijuana (herb),Typical, ,Gram,2012,10.282776387
Austria,Marijuana (herb),To, ,Gram,2013,15.894039835
Austria,Marijuana (herb),From, ,Gram,2013,7.947019918
Austria,Marijuana (herb),Typical, ,Gram,2013,11.920529877
Austria,Marijuana (herb),To, ,Gram,2014,15.978695347
Austria,Marijuana (herb),From, ,Gram,2014,6.657789728
Austria,Marijuana (herb),Typical, ,Gram,2014,10.652463565
Austria,Marijuana (herb),To, ,Gram,2015,13.303769254
Austria,Marijuana (herb),From, ,Gram,2015,5.543237189
Austria,Marijuana (herb),Typical, ,Gram,2015,8.869179502
Austria,Marijuana (herb),To, ,Gram,2016,16.611295734
Austria,Marijuana (herb),From, ,Gram,2016,6.644518293
Austria,Marijuana (herb),Typical, ,Gram,2016,8.859357725
Austria,Methamphetamine,To, ,Gram,2012,38.560411453
Austria,Methamphetamine,From, ,Gram,2012,19.280205726
Austria,Methamphetamine,Typical, ,Gram,2012,25.706940969
Austria,Methamphetamine,To, ,Gram,2014,173.102532928
Austria,Methamphetamine,From, ,Gram,2014,33.288948640
Austria,Methamphetamine,Typical, ,Gram,2014,119.840215104
Austria,Methamphetamine,To, ,Gram,2015,144.124166914
Austria,Methamphetamine,From, ,Gram,2015,27.716185945
Austria,Methamphetamine,Typical, ,Gram,2015,99.778269402
Austria,Methamphetamine,To, ,Gram,2016,143.964563025
Austria,Methamphetamine,From, ,Gram,2016,27.685492889
Austria,Methamphetamine,Typical, ,Gram,2016,99.667774402
Austria,Methamphetamine,To,Crystalline Methamphetamine,Gram,2013,158.940398355
Austria,Methamphetamine,From,Crystalline Methamphetamine,Gram,2013,52.980132785
Austria,Methamphetamine,Typical,Crystalline Methamphetamine,Gram,2013,99.337748972
Austria,Opium,To, ,Gram,2012,12.853470484
Austria,Opium,From, ,Gram,2012,8.997429339
Austria,Opium,Typical, ,Gram,2012,10.282776387
Austria,Opium,To, ,Gram,2013,15.894039835
Austria,Opium,From, ,Gram,2013,10.596026557
Austria,Opium,Typical, ,Gram,2013,
Azerbaijan,Hashish (resin),To, ,Gram,2012,15.286623693
Azerbaijan,Hashish (resin),From, ,Gram,2012,12.738853078
Azerbaijan,Hashish (resin),Typical, ,Gram,2012,
Azerbaijan,Hashish (resin),To, ,Gram,2013,12.771392206
Azerbaijan,Hashish (resin),From, ,Gram,2013,10.217113765
Azerbaijan,Hashish (resin),Typical, ,Gram,2013,
Azerbaijan,Hashish (resin),To, ,Kilogram,2014,8000
Azerbaijan,Hashish (resin),From, ,Kilogram,2014,6000
Azerbaijan,Hashish (resin),Typical, ,Kilogram,2014,7000
Azerbaijan,Hashish (resin),To, ,Gram,2015,7.936507809
Azerbaijan,Hashish (resin),From, ,Gram,2015,5.952380857
Azerbaijan,Hashish (resin),Typical, ,Gram,2015,
Azerbaijan,Heroin,To, ,Gram,2012,63.694265388
Azerbaijan,Heroin,From, ,Gram,2012,50.955412310
Azerbaijan,Heroin,Typical, ,Gram,2012,
Azerbaijan,Heroin,To, ,Gram,2013,76.628353237
Azerbaijan,Heroin,From, ,Gram,2013,51.085568825
Azerbaijan,Heroin,Typical, ,Gram,2013,
Azerbaijan,Heroin,To, ,Kilogram,2014,50000
Azerbaijan,Heroin,From, ,Kilogram,2014,40000
Azerbaijan,Heroin,Typical, ,Kilogram,2014,45000
Azerbaijan,Heroin,To, ,Gram,2015,49.603173805
Azerbaijan,Heroin,From, ,Gram,2015,39.682539044
Azerbaijan,Heroin,Typical, ,Gram,2015,
Azerbaijan,Heroin,To,Brown,Kilogram,2014,45000
Azerbaijan,Heroin,From,Brown,Kilogram,2014,25000
Azerbaijan,Heroin,Typical,Brown,Kilogram,2014,30000
Azerbaijan,Marijuana (herb),To, ,Gram,2012,15.286623693
Azerbaijan,Marijuana (herb),From, ,Gram,2012,12.738853078
Azerbaijan,Marijuana (herb),Typical, ,Gram,2012,
Azerbaijan,Marijuana (herb),To, ,Gram,2013,19.157088309
Azerbaijan,Marijuana (herb),From, ,Gram,2013,12.771392206
Azerbaijan,Marijuana (herb),Typical, ,Gram,2013,
Azerbaijan,Marijuana (herb),To, ,Gram,2014,15
Azerbaijan,Marijuana (herb),From, ,Gram,2014,10
Azerbaijan,Marijuana (herb),Typical, ,Gram,2014,12.5
Azerbaijan,Marijuana (herb),To, ,Gram,2015,11.904761713
Azerbaijan,Marijuana (herb),From, ,Gram,2015,7.936507809
